,title,link,summary,published,tags,category,credit,source,lemmatized_texts,audio
222,"FIALOVÁ: V divadle s rouškou. Diváci mají můj obdiv a pro mě je to signál, že to má cenu",https://www.lidovky.cz/relax/lide/fialova-v-divadle-s-rouskou-divaci-maji-muj-obdiv-a-pro-me-je-to-signal-ze-to-ma-cenu.A210817_133957_lide_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Pauza, která nedobrovolně odstřihla nás umělce od pupeční šňůry s divákem, zapadla do jámy lvové a konečně je zase co stříhat. Diváci přicházejí, přestože sedí v rouškách, a za to mají můj velký obdiv, přijdou, a to je pro nás jasný signál, že hlad po umění, kultuře a vjemu „tady a teď“ prostě nikdy neopadne.",2021-08-24 03:00:00,['Relax - Lidé'],Zajímavosti,David Turecký,lidovky.cz,"fialový : v divadlo s rouška . divák mít můj obdiv a pro já být ten signál , že ten mít cena pauza , který dobrovolně odstřihnout já umělec od pupeční šňůra s divák , zapadnout do jáma lvový a konečně být zase co stříhat . divák přicházet , přestože sedět v rouška , a za ten mít můj velký obdiv , přijít , a ten být pro já jasný signál , že hlad po umění , kultura a vjem „ tady a teď “ prostě nikdy opadnout .",test
223,Tommy Angelo přes palubu! Hráči české Mafie se mohou projít po virtuální kopii Titaniku,https://www.lidovky.cz/pop-kultura/tommy-angelo-pres-palubu-hraci-ceske-mafie-se-mohou-projit-po-virtualni-kopii-titanicu.A210823_102910_ln_popkultura_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Do české videohry Mafia se po patnácti letech vývoje dostala modifikace (fanouškovský přídavek), jenž hlavnímu hrdinovi Tommymu Angelovi umožní prozkoumat útroby Titaniku. Videohru Mafia: The City of Lost Heaven vydalo brněnské studio Illusion Softworks (dnes 2K Czech) v roce 2002.",2021-08-23 12:00:00,['Relax - Pop kultura'],Zajímavosti,Robville Virtual Realisations,lidovky.cz,"Tommy Angelo přes paluba ! hráč český Mafia se moci projít po virtuální kopie Titanik do český videohra Mafia se po patnáct rok vývoj dostat modifikace ( fanouškovský přídavek ) , jenž hlavní hrdina Tommy Angel umožnit prozkoumat útroby Titanik . videohra Mafia : the City of lost Heaven vydat brněnský studio Illusion Softworks ( dnes 2 k Czech ) v rok 2002 .",test
224,"Na kterou stranu se přiklonit. Pološílený Arvéd Smíchovský se ve vězení snažil sám sebe obřezat, zmiňuje historička",https://www.lidovky.cz/orientace/kultura/na-kterou-stranu-se-priklonit-polosileny-arved-smichovsky-se-ve-vezeni-snazil-sam-sebe-obrezat-zminu.A210820_103400_ln_kultura_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Jiří Arvéd Smíchovský a Jan Kefer. Dva pozapomenutí okultisté první republiky a protektorátu. První se upsal ďáblu, druhý sloužil bohu. Historička Kristýna Bernardová (1993) spojila jejich osudy do monografie Nacismus versus okultismus v protektorátu, kterou právě vydalo nakladatelství Academia.",2021-08-23 03:00:00,['Orientace - Kultura'],Zajímavosti,FOTO K. B.,lidovky.cz,"na který strana se přiklonit . pološílený Arvéd smíchovský se v vězení snažit sám se obřezat , zmiňovat historička Jiří Arvéd smíchovský a Jan Kefer . dva pozapomenutý okultista první republika a protektorát . první se upsat ďábel , druhý sloužit bůh . historička Kristýna Bernardová ( 1993 ) spojit jeho osud do monografie nacizmus versus okultismus v protektorát , který právě vydat nakladatelství Academia .",test
225,Portobello by měli ochutnat i zatvrzelí houboví nejedlíci. Jak na ragú Jana Punčocháře?,https://www.lidovky.cz/relax/dobra-chut/portobello-by-meli-ochutnat-i-zatvrzeli-houbovi-nejedlici-jak-na-ragu-jana-puncochare-ktere-je-jeste.A210813_140519_dobra-chut_lianr#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Velké hnědé klobouky žampionu portobello si přímo říkají o nějakou zajímavou náplň. Rozložitá miska bez problémů pojme rajčata, špenát, česnek i quinou. Jestliže máte houby opravdu rádi, určitě si zamilujete ragú z žampionů s houbovým prachem, které jemnou chuť portobellích kloboučků hned třikrát znásobí.",2021-08-23 03:00:00,['Relax - Dobrá chuť'],Zajímavosti,MAFRA,lidovky.cz,"Portobello být mít ochutnat i zatvrzelý houbový nejedlík . jak na ragú Jan Punčochář ? velký hnědý klobouk žampion portobello se přímo říkat o nějaký zajímavý náplň . rozložitý miska bez problém pojmout rajče , špenát , česnek i quiný . jestliže mít houba opravdu rád , určitě se zamilovat ragú z žampion s houbový prach , který jemný chuť portobellí klobouček hned třikrát znásobit .",test
226,RECENZE: Vzpomínky Jiřího Sozanského nejen na matku. Umělec vtáhne čtenáře nejen do svého života,https://www.lidovky.cz/orientace/kultura/recenze-vzpominky-jiriho-sozanskeho-nejen-na-matku-umelec-vtahne-ctenare-nejen-do-sveho-zivota.A210820_101804_ln_kultura_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Hned první věty v knize Jiřího Sozanského Post scriptum naznačují, že se čtenář setká se silným osobním příběhem. Tématem objemné publikace je umělcovo vzpomínání na matku Jiřinu, v jejímž životě se odráží i osud známého českého výtvarníka.",2021-08-22 14:00:00,['Orientace - Kultura'],Zajímavosti,MAFRA,lidovky.cz,"recenze : vzpomínka Jiří Sozanský nejen na matka . umělec vtáhnout čtenář nejen do svůj život hned první věta v kniha Jiří Sozanský Post scriptum naznačovat , že se čtenář setkat s silný osobní příběh . téma objemný publikace být umělcův vzpomínání na matka Jiřina , v jenž život se odrážet i osud známý český výtvarník .",test
227,"Rozehrané Brno. Moravskou metropolí se přehnala hudební smršť, k poslechu byl rock i dechovka",https://www.lidovky.cz/relax/zajimavosti/rozehrane-brno-moravskou-metropoli-se-prehnala-hudebni-smrst-misil-se-rock-s-dechovkou.A210820_111027_ln-zajimavosti_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,Na ulici i v kostele. V podchodu i v parku. V koupelně i v ordinaci. Hudební smršť zvaná Maraton hudby se Brnem přehnala minulý týden a po čtyři dny se tu mísily žánry od rocku přes klasiku po balkánskou dechovku.,2021-08-22 03:00:00,['Relax - Zajímavosti'],Zajímavosti,Lenka Požárová,lidovky.cz,"rozehraný Brno . moravský metropole se přehnat hudební smršť , k poslech být rock i dechovka na ulice i v kostel . v podchod i v park . v koupelna i v ordinace . hudební smršť zvaný maraton hudba s Brno přehnat minulý týden a po čtyři den se ten mísit žánr od rock přes klasika po balkánský dechovka .",test
228,"Kožních nádorů se Češi moc nebojí. Lidé si často neuvědomují, že spálit se mohou i na zahradě či na kole, říká dermatoložka",https://www.lidovky.cz/relax/zdravi/koznich-nadoru-se-cesi-moc-neboji-lide-si-casto-neuvedomuji-ze-spalit-se-mohou-i-na-zahrade-ci-na-ko.A210819_113549_ln-zdravi_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Před slunečními paprsky se už umíme chránit mnohem lépe než dřív. Zvykli jsme si také chodit častěji na preventivní prohlídky. V pomyslném evropském žebříčku však stále patříme k zemím s nejvyšším výskytem kožních nádorů. Statistici zaznamenali v posledních letech výrazný nárůst melanomu zejména u dívek a mladších žen, které se rády opalují nejen v létě na pláži, ale i v zimě v soláriu. Převážnou většinu těchto kožních nádorů má totiž na svědomí sluneční ultrafialové záření, ale i UV záření z umělých zdrojů.",2021-08-22 03:00:00,['Relax - Zdraví'],Zajímavosti,Shutterstock,lidovky.cz,"kožní nádor se Čech moc bát . člověk se často uvědomovat , že spálit se moci i na zahrada či na kolo , říkat dermatoložka před sluneční paprsek se už umět chránit mnohem dobře než brzy . zvyknout být se také chodit často na preventivní prohlídka . v pomyslný evropský žebříček však stále patřit k země s vysoký výskyt kožní nádor . statistik zaznamenat v poslední rok výrazný nárůst melanom zejména u dívka a mladý žena , který se rád opalovat nejen v léto na pláž , ale i v zima v solárium . převážný většina tento kožní nádor mít totiž na svědomí sluneční ultrafialový záření , ale i UV záření z umělý zdroj .",test
229,RECENZE: Diskurs s Wagnerem i covidem. Bayeruthské slavnosti byly po dlouhé době zklamáním,https://www.lidovky.cz/orientace/kultura/recenze-diskurs-s-wagnerem-i-covidem-bayeruthske-slavnosti-byly-po-dlouhe-dobe-zklamanim.A210820_105748_ln_kultura_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Po loňské covidové „abstinenci“ se letošní ročník Wagnerových slavností v jeho bayreuthském svatostánku konal, jakkoli plán nového nastudování kompletní tetralogie Prsten Nibelungův byl přesunut až na rok 2022 a novinkami letos zůstaly „jen“ inscenace Bludného Holanďana, Valkýry.",2021-08-21 14:00:00,['Orientace - Kultura'],Zajímavosti,ENRICO NAWRATH,lidovky.cz,"recenze : diskurs s Wagner i covid . Bayeruthský slavnost být po dlouhý doba zklamání po loňský covidový „ abstinence “ se letošní ročník Wagnerův slavnost v jeho bayreuthský svatostánek konat , jakkoli plán nový nastudování kompletní tetralogie prsten Nibelungův být přesunout až na rok 2022 a novinka letos zůstat „ jen “ inscenace bludný Holanďan , valkýra .",test
230,RECENZE: Pařit s Arethou Franklinovou pod plátnem. Výkon hlavní herečky zůstane v paměti dlouho,https://www.lidovky.cz/pop-kultura/recenze-parit-s-arethou-franklinovou-pod-platnem-vykon-hlavni-herecky-zustane-v-pameti-dlouho.A210820_111149_ln_popkultura_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,Minulý čtvrtek přišel do světových kin vůbec první životopisný film o jedné z největších zpěvaček populární hudby 20. století Arethe Franklinové. Jmenuje se podle jednoho z jejích největších hitů Respect a udělá radost zejména zpěvaččiným fanouškům a milovníkům hudby 60. let vůbec.,2021-08-21 10:00:00,['Relax - Pop kultura'],Zajímavosti,FORUM FILMS,lidovky.cz,recenze : pařit s Aretha Franklinová pod plátno . výkon hlavní herečka zůstat v paměť dlouho minulý čtvrtek přijít do světový kino vůbec první životopisný film o jeden z velký zpěvačka populární hudba 20 . století Arethe Franklinová . jmenovat se podle jeden z jeho velký hit Respect a udělat radost zejména zpěvaččin fanoušek a milovník hudba 60 . rok vůbec .,test
231,"Oblíbené místo, které nevyvolává skandály. Petřínská rozhledna slaví 130. narozeniny",https://www.lidovky.cz/relax/zajimavosti/oblibene-misto-ktere-nevyvolava-skandaly-petrinska-rozhledna-slavi-130-narozeniny.A210820_105800_ln-zajimavosti_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,Nevyvolávala skandály jako její předobraz v Paříži a stala se chloubou pražské Jubilejní zemské výstavy v roce 1891. Byla vztyčena v rekordně krátkém čase a dodnes se těší zájmu návštěvníků hlavního města. Petřínská rozhledna právě slaví 130. narozeniny.,2021-08-21 03:00:00,['Relax - Zajímavosti'],Zajímavosti,Michal Turek,lidovky.cz,"oblíbený místo , který vyvolávat skandál . petřínský rozhledna slavit 130 . narozeniny vyvolávat skandál jako jeho předobraz v Paříž a stát se chlouba pražský jubilejní zemský výstava v rok 1891 . být vztyčit v rekordně krátký čas a dodnes se těšit zájem návštěvník hlavní město . petřínský rozhledna právě slavit 130 . narozeniny .",test
232,Závislost na opalování existuje. Proč byste se měli objednat na preventivní dermatologickou prohlídku?,https://www.lidovky.cz/relax/zdravi/zavislost-na-opalovani-existuje-s-koncicim-letem-je-cas-se-objednat-na-dermatologickou-prohlidku.A210819_110257_ln-zdravi_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Po delší pauze mnozí rádi vyrazí k moři a za sluníčkem, někdy si ale odsud přivezou nevítaný suvenýr. „Pokud si na kůži povšimneme něčeho podezřelého, určitě bychom se měli co nejdříve objednat ke kožnímu lékaři,“ radí profesorka Jana Třešňák Hercogová.",2021-08-21 03:00:00,['Relax - Zdraví'],Zajímavosti,Shutterstock,lidovky.cz,"závislost na opalování existovat . proč být se mít objednat na preventivní dermatologický prohlídka ? po dlouhý pauza mnohý rád vyrazit k moře a za sluníčko , někdy se ale odsud přivézt vítaný suvenýr . „ pokud se na kůže povšimnout něco podezřelý , určitě být se mít co brzy objednat k kožní lékař , “ radit profesorka Jan Třešňák Hercogová .",test
233,"Současné umění je dostupnější. Profil sběratele se za posledních sto let změnil, nemusíte být milionář",https://www.lidovky.cz/relax/design/soucasne-umeni-je-dostupnejsi-profil-sberatele-se-za-poslednich-sto-let-zmenil-nemusite-byt-milionar.A210714_145819_ln-bydleni_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Podpora umění by měla být nedílnou součástí našeho vzdělání a života vůbec. Současné umění je přitom ve světě i u nás nyní dostupnější než dříve a zájem o něj jen roste. Krom nových uměleckých přístupů se objevují i nové přístupy ve sbírání uměleckých děl. Jeden z nich reprezentuje mladá česká sbírka s názvem Koojon, za kterou stojí sběratelka Iva Bízová a kurátor Pavel Kubesa.",2021-08-21 03:00:00,['Relax - Design'],Zajímavosti,Michal Ureš,lidovky.cz,"současný umění být dostupný . profil sběratel se za poslední sto rok změnit , muset být milionář podpora umění být mít být nedílný součást můj vzdělání a život vůbec . současný umění být přitom v svět i u já nyní dostupný než brzy a zájem o on jen růst . kromě nový umělecký přístup se objevovat i nový přístup v sbírání umělecký dílo . jeden z on reprezentovat mladý český sbírka s název Koojon , za který stát sběratelka Iva Bízová a kurátor Pavel Kubesa .",test
234,"Hvězdy festivalu v Karlových Varech se prošly po červeném koberci. Dorazili Habera, Čvančarová či Caine",https://www.lidovky.cz/pop-kultura/hvezdy-festivalu-v-karlovych-varech-se-prosly-po-cervenem-koberci-dorazili-habera-cvancacova-ci-cain.A210820_184000_ln_popkultura_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,Britský herec Michael Caine byl hlavní hvězdou včerejšího slavnostního zahájení karlovarského filmového festivalu. Přivítal jej několikaminutový potlesk vestoje a prezident přehlídky Jiří Bartoška mu předal Křišťálový glóbus za mimořádný umělecký přínos světové kinematografii.,2021-08-20 18:24:00,['Relax - Pop kultura'],Zajímavosti,MAFRA,lidovky.cz,"hvězda festival v Karlův Vary se projít po červený koberec . dorazit Habera , Čvančarová či Caine britský herec Michael Caine být hlavní hvězda včerejší slavnostní zahájení karlovarský filmový festival . přivítat on několikaminutový potlesk vestoje a prezident přehlídka Jiří Bartoška on předat křišťálový glóbus za mimořádný umělecký přínos světový kinematografie .",test
235,"Žádný beton, zeleň u řeky. Atmosféru festivalu tvoří lidé, říká pořadatelka TrutnOFF BrnoON Vrbová",https://www.lidovky.cz/pop-kultura/zadny-beton-zelen-u-reky-atmosferu-festivalu-tvori-lide-rika-poradatelka-trutnoff-brnoon-vrbova.A210820_114236_ln_popkultura_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Festival TrutnOFF BrnoON dnes už podruhé otevře svoje brány v brněnském areálu Na Střelnici. Jeho pořádání zvolna přebírá do rukou nová generace. Hovoří za něj Marta „Indiánka“ Věchetová Vrbová, etnoložka, hudebnice a dcera zakladatele festivalu.",2021-08-20 14:00:00,['Relax - Pop kultura'],Zajímavosti,GERONIMO,lidovky.cz,"žádný beton , zeleň u řeka . atmosféra festival tvořit člověk , říkat pořadatelka Trutnoff Brnoon Vrbová festival Trutnoff Brnoon dnes už podruhé otevřít svůj brána v brněnský areál na střelnice . jeho pořádání zvolna přebírat do ruka nový generace . hovořit za on Marta „ Indiánka “ Věchetový Vrbová , etnoložka , hudebnice a dcera zakladatel festival .",test
236,Konec radovánkám. Známá erotická platforma OnlyFans od října zakáže pornografický obsah,https://www.lidovky.cz/pop-kultura/konec-radovankam-znama-eroticka-platforma-onlyfans-od-rijna-zakaze-pornograficky-obsah.A210820_134842_ln_popkultura_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Britská služba OnlyFans, jež je posledních několik let spojována s erotickým obsahem, prohlásila, že nově zakáže publikování pornografie. Od změny si slibuje návrat k tradičnímu, uměleckému obsahu.",2021-08-20 13:15:00,['Relax - Pop kultura'],Zajímavosti,ČTK,lidovky.cz,"konec radovánky . známý erotický platforma OnlyFan od říjen zakázat pornografický obsah britský služba OnlyFansactions , jenž být poslední několik rok spojovat s erotický obsah , prohlásit , že nově zakázat publikování pornografie . od změna se slibovat návrat k tradiční , umělecký obsah .",test
237,"RECENZE: Holokousty s marmeládou. Vedeme smutné životy, odhaluje Suchánkova komedie Večírek",https://www.lidovky.cz/pop-kultura/recenze-holokousty-s-marmeladou-vedeme-smutne-zivoty-odhaluje-suchankova-komedie-vecirek.A210820_131239_ln_popkultura_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Komedie Večírek, kterou natočil herec a opora improvizačního televizního pořadu Partička Michal Suchánek, odkrývá smutné a často nevábné spodní proudy zdejší společnosti.",2021-08-20 12:15:00,['Relax - Pop kultura'],Zajímavosti,Falcon,lidovky.cz,"recenze : holokousty s marmeláda . vést smutný život , odhalovat Suchánkův komedie večírek komedie večírek , který natočit herec a opora improvizační televizní pořad partička Michal Suchánek , odkrývat smutný a často vábný spodní proud zdejší společnost .",test
238,"Trénovala jsem specifický Danin styl, říká Martha Issová, představitelka Zátopkové z nového filmu",https://www.lidovky.cz/relax/lide/ruiny-kdysi-krasne-syrie-me-trapi-domy-se-znovu-postavi-ale-v-lidech-valka-zustane-dlouho-rika-marth.A210818_141803_lide_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Za pár dní jde do kin nový film Davida Ondříčka Zátopek, v němž Martha Issová hraje olympijskou oštěpařku, Zátopkovu ženu Danu. Člověk by už předem, aniž snímek viděl, dokázal vyjmenovat řadu důvodů, proč by se mu nemusel líbit. Tak třeba: Má vůbec smysl točit film o skutečných sportovních ikonách, když existuje spousta dokumentárního materiálu? Není trapné vidět nějakého herce usilovně se snažícího vypadat jako Zátopek? A je Martha Issová, režisérova partnerka, aspoň v něčem slavné oštěpařce podobná?",2021-08-20 10:00:00,['Relax - Lidé'],Zajímavosti,MAFRA,lidovky.cz,"trénovat být specifický Danin styl , říkat Martha Issová , představitelka Zátopková z nový film za pár den jít do kino nový film David Ondříček Zátopek , v jenž Martha Issová hrát olympijský oštěpařka , Zátopkův žena dan . člověk být už předem , aniž snímek vidět , dokázat vyjmenovat řada důvod , proč být se on muset líbit . tak třeba : mít vůbec smysl točit film o skutečný sportovní ikona , když existovat spousta dokumentární materiál ? být trapný vidět nějaký herec usilovně se snažící vypadat jako Zátopek ? a být Martha Issová , režisérův partnerka , aspoň v něco slavný oštěpařka podobný ?",test
239,"Zajímala mě situace člověka obviněného ze zločinu, o kterém tvrdí, že jej nespáchal, říká scenárista",https://www.lidovky.cz/relax/lide/zajimala-me-situace-cloveka-obvineneho-ze-zlocinu-o-kterem-tvrdi-ze-jej-nespachal-rika-scenarista-po.A210817_140539_lide_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Na nadcházejícím 55. ročníku MFF Karlovy Vary bude mít světovou premiéru třídílná minisérie České televize nazvaná Podezření. Za příběhem zdravotní sestry z maloměstské nemocnice, jejíž život je obrácen vzhůru nohama poté, co je obviněna z vraždy pacientky, stojí držitel Českého lva Štěpán Hulík. „Všichni známe princip presumpce neviny a asi se i shodneme na tom, že je správný a potřebný. Ale co když má být uplatněn na někom, kdo si ho možná nezasluhuje?“ říká v rozhovoru scenárista.",2021-08-20 09:00:00,['Relax - Lidé'],Zajímavosti,Archiv Štěpána Hulíka,lidovky.cz,"zajímat já situace člověk obviněný z zločin , o který tvrdit , že on spáchat , říkat scenárista na nadcházející 55 . ročník MFF Karlův Vara být mít světový premiéra třídílný minisérie český televize nazvaný podezření . za příběh zdravotní sestra z maloměstský nemocnice , jenž život být obrátit vzhůru noha poté , co být obvinit z vražda pacientka , stát držitel český lev Štěpán Hulík . „ všechen znát princip presumpce nevina a asi se i shodnout na ten , že být správný a potřebný . ale co když mít být uplatnit na někdo , kdo se on možná zasluhovat ? “ říkat v rozhovor scenárista .",test
240,Na tvorbě hmyzího koktejlu pro ‚elixír mládí‘ se podílí i čeští vědci. Naděje na dlouhověkost stále nevymizela,https://www.lidovky.cz/orientace/veda/na-tvorbe-hmyziho-koktejlu-pro-elixir-mladi-se-podili-i-cesti-vedci-je-to-slozite-ale-nadeje-nezmize.A210809_115758_ln_veda_lianr#utm_source=rss&utm_medium=feed&utm_campaign=ln_veda&utm_content=main,"Před čtyřmi desetiletími vědci objevili enzym, který odsouvá dobu smrti buněk. Zdálo se, že s jeho využitím dokážou prodloužit život. I ten lidský. Dnes víme, že je to trochu složitější, ale naděje zdaleka nevymizela. I díky českým vědcům, kteří k poznání „enzymu mládnutí“ – možná překvapivě – přispívají výzkumem dlouhověkého hmyzu.",2021-08-10 03:00:00,['Orientace - Věda'],Věda,Shutterstock,lidovky.cz,"na tvorba hmyzí koktejl pro ‚ elixír mládí ‘ se podílet i český vědec . naděje na dlouhověkost stále vymizet před čtyři desetiletí vědec objevit enzym , který odsouvat doba smrt buňka . zdát se , že s jeho využití dokázat prodloužit život . i ten lidský . dnes vědět , že být ten trochu složitý , ale naděje zdaleka vymizet . i díky český vědec , který k poznání „ enzym mládnutí “ – možná překvapivě – přispívat výzkum dlouhověký hmyz .",test
241,Vypadá vesmír jako nafouklá pneumatika a kde má konec? Fyzik vysvětluje převratná zjištění kosmologů,https://www.lidovky.cz/orientace/veda/co-kdyz-vesmir-vypada-jako-nafoukla-pneumatika-cesky-fyzik-kulhanek-rozebira-prevratne-zjisteni-kosm.A210806_150525_ln_veda_lianr#utm_source=rss&utm_medium=feed&utm_campaign=ln_veda&utm_content=main,"Minulý týden způsobila rozruch práce skupiny kosmologů, kteří tvrdí, že vesmír není nekonečný. Má mít tvar čtyřrozměrné pneumatiky. Podle teoretického fyzika Petra Kulhánka není představa konečného vesmíru nová. Studie je převratná z jiných důvodů.",2021-08-08 12:29:00,['Orientace - Věda'],Věda,MAFRA,lidovky.cz,"vypadat vesmír jako nafouklý pneumatika a kde mít konec ? fyzik vysvětlovat převratný zjištění kosmolog minulý týden způsobit rozruch práce skupina kosmolog , který tvrdit , že vesmír být konečný . mít mít tvar čtyřrozměrný pneumatika . podle teoretický fyzik Petr Kulhánek být představa konečný vesmír nový . studie být převratný z jiný důvod .",test
242,"Z orbitu Země se stává čím dál víc smetiště, NASA už odpadky nestíhá sledovat. Co za to může?",https://www.lidovky.cz/orientace/veda/z-orbitu-zeme-se-stava-cim-dal-vic-smetiste-co-za-to-muze.A210806_105325_ln_ekonomika_tesa#utm_source=rss&utm_medium=feed&utm_campaign=ln_veda&utm_content=main,"Vesmírné okolí Země totiž začíná být čím dál více zajímavé i byznysově. A stejně jako v posledních letech přišel boom tohoto odvětví a přibylo na orbitu množství satelitů a dalších zařízení, tak ještě rychleji narůstalo množství vesmírného smetí.",2021-08-08 03:00:00,['Orientace - Věda'],Věda,Aubrey Gemignani ČTK,lidovky.cz,"z orbit země se stávat co daleko hodně smetiště , NASA už odpadky stíhat sledovat . co za ten moci ? vesmírný okolí země totiž začínat být co daleko hodně zajímavý i byznysově . a stejně jako v poslední rok přijít boom tento odvětví a přibýt na orbit množství satelit a další zařízení , tak ještě rychle narůstat množství vesmírný smetí .",test
243,"Trénujte vlastní stres a nepohodlí, radí fyzioterapeut Kolář. Inspiraci hledá i u řezání do kojenců",https://www.lidovky.cz/orientace/veda/trenujte-vlastni-stres-a-nepohodli-radi-fyzioterapeut-kolar-inspiraci-hleda-i-u-rezani-do-kojencu.A210807_195716_ln_veda_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_veda&utm_content=main,"Jako se před deseti lety stávaly celebrity z kuchařů, dnes je na těchto postech nahrazují lékaři. Což je asi krok k lepšímu. Jedním z takových „hvězdných lékařů“ je i fyzioterapeut Pavel Kolář, který nyní vydal svou druhou knihu. A je to čtení konzervativní a místy notně provokativní.",2021-08-07 18:29:00,['Orientace - Věda'],Věda,MAFRA,lidovky.cz,"trénovat vlastní stres a nepohodlí , radit fyzioterapeut kolář . inspirace hledat i u řezání do kojenec jako se před deset rok stávat celebrita z kuchař , dnes být na tento post nahrazovat lékař . což být asi krok k dobrý . jeden z takový „ hvězdný lékař “ být i fyzioterapeut Pavel kolář , který nyní vydat svůj druhý kniha . a být ten čtení konzervativní a místy notně provokativní .",test
244,"Češi vytváří flotilu titěrných robotů, mají se pohybovat v lidském těle jako ponorky. Poslouží ke zničení nádoru",https://www.lidovky.cz/orientace/veda/minirobot-ktery-se-provrta-do-nadoru-verim-ze-dokazeme-zmenit-lecbu-ruznych-nemoci-mini-vedouci-vyzk.A210804_114320_ln_veda_lianr#utm_source=rss&utm_medium=feed&utm_campaign=ln_veda&utm_content=main,"Česká republika je přímo rájem vědců, kteří vytvářejí titěrné roboty. Některé mají podobu zrnka pylu poháněného jako torpédo, jiné by měly být schopné provrtat se do nádoru jako droboučký vrut a zničit jej.",2021-08-05 03:00:00,['Orientace - Věda'],Věda,"Vladimír Pryček, ČTK",lidovky.cz,"Čech vytvářit flotila titěrný robot , mít se pohybovat v lidský tělo jako ponorka . posloužit k zničení nádor český republika být přímo ráj vědec , který vytvářet titěrný robota . některý mít podoba zrnko pyl poháněný jako torpédo , jiný být mít být schopný provrtat se do nádor jako droboučký vrut a zničit on .",test
245,"Vymřelo toho málo, ale děje se tak strašně rychle, říká ekolog. Popisuje devastaci rybníků i klimatickou skepsi",https://www.lidovky.cz/orientace/veda/vymrelo-toho-malo-ale-deje-se-tak-strasne-rychle-rika-ekolog-daniel-storch-popisuje-devastaci-rybni.A210803_103159_ln_veda_lianr#utm_source=rss&utm_medium=feed&utm_campaign=ln_veda&utm_content=main,"Rozhovor s makroekologem Davidem Storchem o ekologické autoritě jménem Darwin, o pravděpodobně marném boji s klimatickou změnou, o totální proměně rybníků i tom, proč soustavně přibývá lesů a proč z toho ekologové nejsou příliš nadšeni.",2021-08-03 12:00:00,['Orientace - Věda'],Věda,MAFRA,lidovky.cz,"vymřít ten málo , ale dít se tak strašně rychle , říkat ekolog . popisovat devastace rybník i klimatický skepse rozhovor s makroekolog David Storch o ekologický autorita jméno Darwin , o pravděpodobně marný boj s klimatický změna , o totální proměna rybník i ten , proč soustavně přibývat les a proč z ten ekolog být příliš nadchnout .",test
246,"Ponorky na těle, ponorky v těle. Vnitřní vesmír se stává realitou i díky Čechům",https://www.lidovky.cz/orientace/veda/ponorky-na-tele-ponorky-v-tele-vnitrni-vesmir-se-stava-realitou-i-diky-cechum.A210802_152655_ln_veda_lianr#utm_source=rss&utm_medium=feed&utm_campaign=ln_veda&utm_content=main,"Co se ještě nedávno zdálo být jen tématem pro sci-fi film, najednou začíná nabývat jasnější obrysy ve světě vědy
Ponorka o velikosti bakterie, která řízeně proplouvá lidským tělem a je schopna tam uskutečnit lékařské zákroky, zůstává zatím jenom snem. Ale výzkumníci jsou stále blíž k jeho uskutečnění. I díky české vědě.",2021-08-03 03:00:00,['Orientace - Věda'],Věda,Lela Geislerová,lidovky.cz,"ponorka na tělo , ponorka v tělo . vnitřní vesmír se stávat realita i díky Čech co se ještě nedávno zdát být jen téma pro science - fi film , najednou začínat nabývat jasný obrys v svět věda ponorka o velikost bakterie , který řízeně proplouvat lidský tělo a být schopný tam uskutečnit lékařský zákrok , zůstávat zatím jenom sen . ale výzkumník být stále blízko k jeho uskutečnění . i díky český věda .",test
