title,link,summary,published,tags,category,credit,source
Kapela Lucie se s orchestrem předvede až příští rok. Letos si fanoušci musí vystačit s mini turné,https://www.irozhlas.cz/kultura/hudba/kapela-lucie-se-s-orchestrem-predvede-az-pristi-rok_2106110956_elev,Poprocková skupina Lucie přesunula letošní turné s Filharmonií Hradec Králové na rok 2022. Místo něj nabízí malé turné s rockovým programem. První startuje 25. června v Boskovicích. Program s filharmoniky s názvem Lucie v opeře měl mít premiéru 27. září v ostravské ČEZ Aréně. Lucie ho přesunula kvůli přetrvávající koronavirové krizi a omezením pro kulturní akce ve vnitřních prostorách. Za kapelu o tom informovala Kateřina Dědková.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=7, tm_min=56, tm_sec=0, tm_wday=4, tm_yday=162, tm_isdst=0)",[],Kultura,,irozhlas.cz
‚Byla to naše nejoblíbenější herečka.‘ Před Činoherním klubem zapalovali lidé svíčky za Šafránkovou,https://www.irozhlas.cz/kultura/film/libuse-safrankova-vzpominky-herecka-cinoherni-klub_2106101057_ako,"Herečtí kolegové vzpomínají na Libuši Šafránkovou. Oceňují její umění, skromnost a smysl pro humor. Šafránková zemřela ve středu, bylo jí 68 let. Před vchodem do Činoherního klubu v Praze večer hořely svíčky. Lidé je zapalovali za filmovou Popelku, maminku z Obecné školy nebo Kláru z oscarového snímku Kolja.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=10, tm_hour=8, tm_min=57, tm_sec=0, tm_wday=3, tm_yday=161, tm_isdst=0)",[],Kultura,,irozhlas.cz
Nezapomenutelná a nadaná. Kolegové vzpomínají na herečku Šafránkovou,https://www.irozhlas.cz/kultura/film/libuse-safrankova-zdenek-sverak-fero-fenic-vzpominka-gen-herecka_2106092031_ban,"S láskou, obdivem a úctou vzpomínají podle vlastních slov herečtí kolegové i filmoví a divadelní režiséři na Libuši Šafránkovou. Herečka, která se do paměti zapsala například jako Popelka, byla v pondělí, v den svých 68. narozenin, hospitalizována, ve středu zemřela.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=9, tm_hour=18, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=160, tm_isdst=0)",[],Kultura,,irozhlas.cz
"Tři oříšky pro Popelku, Kolja nebo Báječná léta pod psa. Sedm zásadních rolí Libuše Šafránkové",https://www.irozhlas.cz/kultura/film/libuse-safrankova-filmy-televize-tri-orisky-pro-popelku-babicka-kolja-vrchni_2106091619_dok,"Herečka Libuše Šafránková během svého života hrála ve více než 150 filmech. Diváci si ji pamatují například jako Popelku, Barunku z televizního filmu Babička nebo matku malého Kvída v Báječných letech pod psa. Některé snímky - například Kolja nebo Obecná škola - byly dokonce nominované na Oscara. Jaké patří mezi nejzásadnější snímky její kariéry?","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=9, tm_hour=14, tm_min=19, tm_sec=0, tm_wday=2, tm_yday=160, tm_isdst=0)",[],Kultura,,irozhlas.cz
"V 68 letech zemřela herečka Libuše Šafránková. Proslavila ji role Popelky, hrála i v oscarovém Koljovi",https://www.irozhlas.cz/kultura/film/libuse-safrankova-umrti-popelka-treti-princ-tri-orisky-pro-popelku-herecka_2106091506_pj,"Ve věku 68 let ve středu zemřela televizní, filmová a divadelní herečka Libuše Šafránková. Informaci, kterou přinesl server CNN Prima News, Radiožurnálu potvrdila rodina. Herečku proslavila role Popelky z pohádky Tři oříšky pro Popelku, hrála i princeznu v pohádce Třetí princ nebo Večernici ve snímku Princ a Večernice. V minulosti bojovala s rakovinou plic.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=9, tm_hour=13, tm_min=6, tm_sec=0, tm_wday=2, tm_yday=160, tm_isdst=0)",[],Kultura,,irozhlas.cz
Orchestr Českého rozhlasu obnoví koncerty. Diváci se mohou těšit na zahraniční hosty a nevšední program,https://www.irozhlas.cz/kultura/hudba/socr-rudolfinum-dvorakova-sin-koncerty-zahajeni-sezony-ondrej-stochl-jana_2106091352_elev,Symfonický orchestr Českého rozhlasu představil program na novou sezonu. Zahájí ji na podzim koncertem v Dvořákově síni pražského Rudolfina. Symfonici připravují nově i nabídku netradičních projektů. V programu mají připravené světové premiéry nebo muzikálový projekt s Adamem Plachetkou.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=9, tm_hour=11, tm_min=52, tm_sec=0, tm_wday=2, tm_yday=160, tm_isdst=0)",[],Kultura,,irozhlas.cz
"Jsem hrdý na to, že jsem fotografem pro kalendář Pirelli, oznámil zpěvák Bryan Adams",https://www.irozhlas.cz/kultura/vytvarne-umeni/pirelli-bryan-adams-kalendar_2106090818_pj,"Kanadský rockový zpěvák Bryan Adams nafotí snímky do kalendáře Pirelli na příští rok. O tom, že prestižní fotografickou zakázku získal, informoval na svém instagramovém účtu. Kalendář vyjde po roční přestávce, loni se italský výrobce pneumatik rozhodl peníze věnovat na boj proti koronaviru a jeho výzkum.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=9, tm_hour=6, tm_min=18, tm_sec=0, tm_wday=2, tm_yday=160, tm_isdst=0)",[],Kultura,,irozhlas.cz
Knihou roku je Shakespearova Anglie od Martina Hilského. Ocenění v próze získalo dílo Tři kapitoly,https://www.irozhlas.cz/kultura/literatura/magnesia-litera-kniha-roku-martin-hilska-shakespearova-anglie_2106082213_tzr,Knihou roku a hlavním vítězem cen Magnesia Litera se dnes stala publikace anglisty a překladatele Martina Hilského Shakespearova Anglie - Portrét doby. V jubilejním 20. ročníku výročních knižních cen zvítězila mezi 463 přihlášenými tituly. Literu za nejlepší prozaické dílo dostal Daniel Hradecký za knihu Tři kapitoly.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=8, tm_hour=20, tm_min=13, tm_sec=0, tm_wday=1, tm_yday=159, tm_isdst=0)",[],Kultura,,irozhlas.cz
Diváci se do divadelních sálů vrací zatím pozvolna. Některé scény ale hlásí vyprodáno,https://www.irozhlas.cz/kultura/divadlo/divaci-se-do-divadelnich-salu-vraci-zatim-pozvolna-nektere-sceny-ale-hlasi_2106081618_hrc,"Divadelní sezona je opět v plném proudu. Jednotlivé scény své sály ale zatím mohou otevřít jenom pro polovinu diváků, kteří se musí prokázat negativním testem, potvrzením o prodělání nemoci covid-19 v uplynulých 180 dnech nebo dokladem o očkování. Jaký je o lístky do divadel zájem, zjišťoval Radiožurnál.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=8, tm_hour=14, tm_min=18, tm_sec=0, tm_wday=1, tm_yday=159, tm_isdst=0)",[],Kultura,,irozhlas.cz
"VIDEO: Kapela Seven překonala český rekord v počtu plamenů, které použili v hudebním klipu",https://www.irozhlas.cz/kultura/hudba/kapela-seven-ceske-budejovice-video-ohen-plameny_2106081516_ako,"Pětičlenná kapela Seven z Českých Budějovic překonala český rekord v počtu plamenů v hudebním videoklipu. Informovala o tom agentura Dobrý den z Pelhřimova, která zaznamenává české rekordy a kuriozity.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=8, tm_hour=13, tm_min=16, tm_sec=0, tm_wday=1, tm_yday=159, tm_isdst=0)",[],Kultura,,irozhlas.cz
"OBRAZEM: Ze souše nebo z kajaku. Rybáři zahajují sezonu lovu dravců, těší se na uvolnění omezení",https://www.irozhlas.cz/zivotni-styl/spolecnost/ryby-rybari-loveni-ryb-zacatek-lovecke-sezony-drave-ryby-rybari-kayak-fishing_2106160701_elev,"Doba hájení dravých ryb se blíží ke konci. Čeští rybáři ve středu zahájí začátek sezony lovení dravců. Od té doby bude možné po dobu šesti měsíců lovit ryby z řad bolenů, candátů, okounů, sumců nebo štik. Někteří rybáři vyrazí na řeky už v brzkých ranních hodinách, aby se vyhnuli náporu vodáků. Mezi nimi se najdou i nadšenci do kayak fishingu, tj. do techniky lovu z rybářského kajaku.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=5, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Česko umí bojovat s rakovinou. Ve srovnání skončilo na osmém místě, zaostává ale psychologická péče",https://www.irozhlas.cz/zivotni-styl/zdravi/rakovina-statistika-economist-index-cancer-preparedness-sotio-lecba_2106160620_gak,Česká republika se poprvé zapojila do prestižního mezinárodního výzkumu Připravenosti země na boj s rakovinou. Sledovaný index každoročně sestavuje britský byznysový týdeník The Economist a za Česko se na něm teď podílela biotechnologická společnost SOTIO ze skupiny PPF. Česká republika je v porovnání s dalšími 28 zeměmi na světě nadprůměrně připravená řešit onkologická onemocnění: celkově je na osmém místě.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=4, tm_min=20, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
VZP se dohodla na podmínkách úhrady léčby cystické fibrózy. Hrazená bude ze zdravotního pojištění,https://www.irozhlas.cz/zivotni-styl/zdravi/lecba-cysticke-fibrozy-vzp-uhrada-lecby_2106151633_kuc,"Všeobecná zdravotní pojišťovna (VZP) se dohodla s odborníky na podmínkách úhrady léčby pro pacienty s cystickou fibrózou. Dohoda by měla umožnit to, že budou mít pacienti moderní léčbu hrazenou ze zdravotního pojištění. Novinářům to řekli zástupci VZP, odborníků a pacientů. Cystická fibróza je vzácné nevyléčitelné onemocnění, které postihuje především dýchací a trávicí systém. V ČR s ní žije asi 700 lidí, jejich průměrný věk dožití je 25 let.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=14, tm_min=33, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Laureátem Ceny Olgy Havlové je Marek Navrátil. Porota ocenila jeho práci v neziskovém sektoru,https://www.irozhlas.cz/zivotni-styl/spolecnost/cena-olgy-havlove-laureat-oceneni-marek-navratil-hendikep_2106151159_tzr,"Obětavý, statečný a skromný – takový je podle odborné poroty letošní laureát Ceny Olgy Havlové Marek Navrátil. Ocenění pro ty, kteří navzdory svému hendikepu pomáhají ostatním, získal za práci v neziskovém sektoru. Podílel se na mnoha projektech zaměřených například na děti a dospělé s postižením, seniory nebo lidi bez domova – a to navzdory svému hendikepu, kterým je vada růstu.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=9, tm_min=59, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Odporně páchne, přesto na něj lidé stáli hodinové fronty. Ve Varšavě rozkvetl zmijovec titánský",https://www.irozhlas.cz/zivotni-styl/spolecnost/zmijovec-titansky-varsava-pachne_2106150802_pj,"Obří a odporně páchnoucí květ ohrožené rostliny zvané zmijovec titánský přilákal davy lidí do botanické zahrady ve Varšavě. Ti stáli několikahodinovou frontu, jen aby mohli projít kolem květu vydávajícího mrtvolný puch a vyfotit si ho, informoval server stanice Sky News. Bylo totiž nutné si pospíšit – rostlina vykvetla v neděli a v pondělí ráno už květ uvadal.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=6, tm_min=2, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Smíchat více odebraných vzorků a ušetřit. Odborníci radí zvýšit kapacitu testování ‚poolingem‘,https://www.irozhlas.cz/zivotni-styl/zdravi/pcr-test-koronavirus-covid-19-cesko-pandemie-veda-cesky-rozhlas-plus-pooling_2106142305_gak,"Pandemie koronaviru slábne. Laboratoře denně odhalí už jen stovky případů nákazy a dá se čekat, že podobně jako před rokem bude díky teplému počasí i nadále klesat množství viru mezi lidmi. Podle odborníků je to ideální příležitost zvýšit kapacitu PCR testů použitím metody takzvaného poolingu. Stačí smíchat několik odebraných vzorků dohromady a jedinou analýzou zjistit, jestli obsahují koronavirus SARS-CoV-2, anebo ne.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=21, tm_min=5, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Kvůli nedostatečné výuce češtiny se ve školách nedaří mladým cizincům. Stát tak přichází o miliardy,https://www.irozhlas.cz/zivotni-styl/spolecnost/cestina-cizinci-zakladni-skola-stredni-skola-vyuka-migranti-deti-ministerstvo_2106142143_gak,"Cizinců v Česku přibývá. Podle posledních údajů statistického úřadu jich tu trvale žije skoro 600 tisíc. Mladé cizince se ale nedaří integrovat do škol a předčasně končí se vzděláním. Podle dat, která zveřejnila organizace META podporující mladé migranty, do školy nechodí více než polovina osmnáctiletých lidí, kteří mají jiný rodný jazyk než češtinu. Podle organizace je to tím, že na základních školách nemají podporu ve výuce češtiny.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=19, tm_min=43, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Klausova oslava narozenin na Pražském hradě: pronájem vyjde na čtvrt milionu korun,https://www.irozhlas.cz/zivotni-styl/spolecnost/institut-vaclava-klause-oslava-narozenin-prazsky-hrad_2106141249_kro,"Bývalý prezident Václav Klaus oslaví své nadcházející 80. narozeniny na Pražském hradě. Institut Václava Klause si pro tyto potřeby pronajme Jižní zahrady za 261 tisíc korun. S odkazem na informace v registru smluv o tom v pondělí informoval Deník N. V částce mají být zahrnuty bezpečnostní služby, hasiči, úklid, zvukař nebo zajištění stanů a stolů.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=10, tm_min=49, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Největší úmrtnost v historii samostatného Česka. V prvním čtvrtletí zemřelo 46 tisíc lidí,https://www.irozhlas.cz/zivotni-styl/spolecnost/cesi-pocet-obyvatel-porodnost-umrtnost-2021-statisticky-urad_2106141051_kro,"V letošním prvním čtvrtletí zemřelo v Česku 46 437 lidí. Jde o nejtragičtější čtvrtletí od vzniku samostatné republiky. Meziročně bylo úmrtí o 54 procent více. Vyplývá to z údajů, které v pondělí zveřejnil Český statistický úřad (ČSÚ), jehož časová řada začíná rokem 1992. Počet obyvatel Česka klesl zpět pod hranici 10,7 milionu lidí, nad kterou se dostal loni v červnu. Na konci letošního března žilo v zemi 10 694 480 lidí.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=8, tm_min=51, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Debata o původu koronaviru se vrací. Odpovědi jsou klíčové pro všechny budoucí pandemie, říká reportér",https://www.irozhlas.cz/zivotni-styl/zdravi/podcast-vinohradska-12-puvod-koronaviru-covod-sedlacek_2106140600_cen,"Lídři Evropské unie se připojili k USA a žádají plné prošetření původu viru, který způsobil pandemii covidu-19. Co všechno o původu SARS-CoV-2 víme? A proč na přesném objasnění okolností záleží?","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=4, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Ženy způsobují méně dopravních nehod, umírají ale častěji. Důvodem je i řízení menších a lehčích vozidel",https://www.irozhlas.cz/zivotni-styl/auto/dopravni-nehody-autonehody-auto-doprava-zeny-bezpecnost-silnicniho-provozu_2106140010_gak,"Ženy zaviní podle policejních statistik výrazně méně dopravních nehod než muži. Pokud už ale k nehodě dojde, bývají zranitelnější. Dokazuje to americký výzkum institutu pro bezpečnost silničního provozu i analýza Centra dopravního výzkumu v Brně. Pravděpodobnost, že žena při nehodě zemře, je až o 30 procent vyšší než u mužů.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=13, tm_hour=22, tm_min=10, tm_sec=0, tm_wday=6, tm_yday=164, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Spát méně než sedm hodin je rizikové, ve spánku se mozek připravuje na bdělost, říká profesor Šonka",https://www.irozhlas.cz/zivotni-styl/zdravi/spanek-poruchy-spanku-riziko-zdravi-mozek-karel-sonka_2106130957_tzr,"„Člověk je biologicky denní tvor. Proto je důležité být vzhůru v době, kdy je světlá část dne, tedy alespoň většinu doby, kdy je světlo. A exponovat se slunečními svitu,“ nabádá profesor Karel Šonka z Centra pro poruchy spánku a bdění Neurologické kliniky První lékařské fakulty Univerzity Karlovy a Všeobecné fakultní nemocnice v Praze","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=13, tm_hour=7, tm_min=57, tm_sec=0, tm_wday=6, tm_yday=164, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Češka získala ocenění od britského premiéra. V Cornwallu pracuje na čištění pobřeží od plastů,https://www.irozhlas.cz/zivotni-styl/spolecnost/summit-g7-oceneni-ekologie-cisteni-more-hertlova-boris-johnson-klimaticka-krize_2106122148_onz,V západoanglickém Cornwallu v sobotu pokračuje summit lídrů zemí skupiny G7. Mimo jiné řeší i klimatickou krizi a ochranu životního prostředí. Za čištění mořského pobřeží v Cornwallu získala v předvečer summitu Češka Monika Hertlová ocenění od britského premiéra Borise Johnsona. Ten jí udělil cenu pro dobrovolníky Points of Light. Zároveň napsal jí a jejímu partnerovi osobní dopis.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=12, tm_hour=19, tm_min=48, tm_sec=0, tm_wday=5, tm_yday=163, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Novinář Tomáš Etzler: Lidé v Číně nechtějí demokracii, nevědí, co to je. Oni chtějí spravedlnost",https://www.irozhlas.cz/zivotni-styl/spolecnost/tomas-etzler-novinar-cina-rezim-demokracie-spravedlnost_2106121957_tzr,"Tomáš Etzler je jediný český novinář s oceněním Emmy. Pracoval a pracuje pro CNN, natáčel reportáže z válek v Iráku či Afghánistánu. Léta také působil v Číně jako zahraniční zpravodaj pro Českou televizi. Jeho dokument Nebe jde nyní do sítě multikin. „Z čínské ambasády do kina určitě nepřijdou, ale nedivil bych se, kdyby poslali nějakého špeha. Ať už to bude Číňan, nebo ne, mají tady dost ochotných poskoků,“ říká na Plusu.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=12, tm_hour=17, tm_min=57, tm_sec=0, tm_wday=5, tm_yday=163, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Třešně patří k létu. Stejně jako obrácený třešňový koláč Tarte Tatin,https://www.irozhlas.cz/zivotni-styl/vareni-jidlo/gastroglosa-dagmar-hertova-tresne-tart-tatin-kolac-dort-peceni-recept_2106121000_onz,"Od poloviny května až do července zrají různé druhy třešní a višní. Jsou poslem jak letních dní, tak i dokonalých chutí a nepřeberných možností kulinářského využití - od mlsání syrových, chutnajících přímo božsky, přes úžasné koláče, bublaniny, clafoutis, zmrzliny, marmelády (zvláště ty višňové jsou excelentní), a dokonce i polévky. A co zbude, můžete destilovat na lahodné třešňovice a různé sladké likéry.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=12, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=163, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Vědci pracují na kloubních náhradách vyrobených na 3D tiskárně. Pomoc by měly pacientům s artrózou,https://www.irozhlas.cz/zivotni-styl/zdravi/umele-kloubni-nahrady-artroza-3d-tisk_2106120801_zuj,"Na vývoji náhrad malých kloubů pracují vědci z Vysokého učení technického v Brně. Drobné implantáty z kovu by mohly ulevit od bolesti pacientům, kteří trpí artrózou kloubů na prstech ruky nebo nohy a běžná pasivní léčba jim nezabírá. Náhrady zkouší odborníci vyrobit pomocí 3D tisku. Na speciálním simulátoru pak vědci testují, jakou zátěž implantát z titanového prášku vydrží.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=12, tm_hour=6, tm_min=1, tm_sec=0, tm_wday=5, tm_yday=163, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Je lepší mít normy, aby ohleduplnost na silnicích byla předvídatelná, hájí Dolínek odstup aut od cyklistů",https://www.irozhlas.cz/zivotni-styl/spolecnost/rozestupy-automibil-cyklista_2106120011_kuc,"Jakému postihu by měli být vystaveni řidiči motorových vozidel, pokud při předjíždění cyklisty nedodrží povinnou vzdálenost 1,5 metru? Bude porušení vzdálenosti možné jednoduše dokázat? Nestavíme zbytečně proti sobě motoristy a cyklisty, jak tvrdí odpůrci nařízení čerstvě schváleného Senátem? Vladimír Kroc se ptal poslance ČSSD Petra Dolínka, který je spoluautorem návrhu.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=22, tm_min=11, tm_sec=0, tm_wday=4, tm_yday=162, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"VIDEO: Vlasy jako holka? Daniel měl se svou hřívou plán, daroval je na paruku pro nemocné děti",https://www.irozhlas.cz/zivotni-styl/spolecnost/paruka-dlouhe-vlasy-na-paruku-alopecie-rakovina-liberec_2106111138_ako,"Jedenáctiletý Daniel Tůma z Liberce si nechal narůst vlasy až po pás. S blonďatou hřívou si modrookého šesťáka často pletli s holčičkou. On s tím ale problém neměl, věděl, že jeho vlasy budou pomáhat. Rostly, aby se z nich stala paruka pro nemocné s alopecií, případně s rakovinou.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=9, tm_min=38, tm_sec=0, tm_wday=4, tm_yday=162, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Nejdřív alkohol, pak vojáky. Německo stahuje z Afghánistánu 22 500 litrů piva, vína a sektu",https://www.irozhlas.cz/zivotni-styl/spolecnost/afghanistan-alkohol-nemecko-vojaci_2106110726_pj,"Německo ještě před plánovaným odchodem svých vojáků z Afghánistánu odveze z této neklidné asijské země 22 500 litrů piva, vína a sektu. Informovala o tom britská BBC na svých internetových stránkách. Velitelé zakázali příslušníkům bundeswehru působícím na této zahraniční misi pít alkohol kvůli rostoucímu nebezpečí v souvislosti se stahováním zahraničních vojáků z Afghánistánu.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=5, tm_min=26, tm_sec=0, tm_wday=4, tm_yday=162, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
"Pořadatelé doučovacích kempů kritizují načasování dotací. Bojí se, že nyní nestihnou naplnit kapacitu",https://www.irozhlas.cz/zivotni-styl/spolecnost/vzdelani-skolstvi-letni-detsky-tabor-doucovani-plaga-koronavirus_2106110716_onz,"Socializace v kolektivu, sportování a také neformální vzdělávání – to má být hlavní náplň bezplatných letních kempů pro školáky. Tábory by měly pomoct vyrovnat rozdíly ve vzdělání způsobené distanční výukou. Mnozí pořadatelé se ale obávají, že nestihnou kempy do začátku prázdnin připravit a naplnit jejich kapacitu. A objevují se i názory, že v chystané formě tábory znevýhodněným dětem moc nepomůžou.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=5, tm_min=16, tm_sec=0, tm_wday=4, tm_yday=162, tm_isdst=0)",[],Životní styl a společnost,,irozhlas.cz
Reakce pavouků na silné deště a bleskové povodně. Australskou Viktorii pokryly sítěmi,https://www.irozhlas.cz/veda-technologie/priroda/pavouci-site-australie-viktorie_2106161206_pj,"Pavouci si po několikadenních deštích a záplavách v australském státě Viktorie utkali rozlehlé sítě, které pokryly i kilometrové úseky. Podle odborníků jde o taktiku přežití, kdy se pavouci snaží dostat co nejrychleji do vyšších poloh a vystřelují vlákna nad sebe, aby se zachytila na vegetaci.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=10, tm_min=6, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",[],Věda a technologie,,irozhlas.cz
Astronauti na vesmírnou stanici nainstalují nové solární panely. Váží asi 350 kilogramů,https://www.irozhlas.cz/veda-technologie/vesmir/mezinarodni-vesmirna-stanice-solarni-panely_2106161109_pj,Dva astronauti ve středu opustí palubu Mezinárodní vesmírné stanice. Francouz Thomas Pesquet a Američan Shane Kimbrough budou na ISS instalovat nové solární panely. Ve vesmíru by měli být zhruba šest a půl hodiny.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=9, tm_min=9, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",[],Věda a technologie,,irozhlas.cz
"Blahořečení faráře Štemberky? Poslední lidický páter věděl, že se ‚něco chystá‘, přesto zůstal",https://www.irozhlas.cz/veda-technologie/historie/farar-josef-stemberka-lidice-vypaleni-blahoreceni_2106152109_ban,"Když 10. června 1942 ráno nacisté vraždili muže a chlapce z Lidic, mezi zastřelenými byl i 73letý místní farář Josef Štemberka. Jeho osud teď zajímá profesionální i amatérské badatele. Loni byla v oběžníku pražské arcidiecéze zveřejněna výzva pro pamětníky a historiky, aby zajistili co nejvíce svědectví o životě, a zejména smrti lidického faráře. Materiály by měly posloužit k případnému zahájení procesu páterova blahořečení.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=19, tm_min=9, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",[],Věda a technologie,,irozhlas.cz
Přemnožené nutrie už zaútočily na psy i lidi. ‚Dostaly se do Česka přes kožešinové farmy‚‘ říká odborník,https://www.irozhlas.cz/veda-technologie/priroda/nutrie-premnozene-utoci-na-psy-i-lidi-do-ceska-se-dostaly-pres-kozesinove-farmy_2106150949_vis,"Nebývale teplé zimy a příhodné podmínky. Takové důvody uvádějí nejčastěji vědci, když mluví o přemnožených nutriích. Ty se usadily na českých tocích a působí řadu problémů: kromě vytlačování původních živočišných druhů a narušování břehů už také útočí na psy i lidi. „Zaznamenali jsme, že člověka kously,“ říká Václav Nejman, vedoucí záchranné stanice a lesních zookoutků z organizace Lesy hlavního města Prahy.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=7, tm_min=49, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",[],Věda a technologie,,irozhlas.cz
"V Age of Empires II budete moct vést do bitvy husity v čele s Žižkou, uvedli autoři hry",https://www.irozhlas.cz/veda-technologie/technologie/v-ageofempires-si-zahrajete-za-zizku_2106141421_elev,"Legendární strategie Age of Empires II se v srpnu dočká rozšíření Dawn of the Dukes (Úsvit vévodů), které hráčům nabídne příběhové kampaně za Čechy a Poláky. V případě Čechů vydavatelé lákají na boje za husity, se kterými budete v horách a lesích čelit početnějším vojskům Svaté říše římské. Klíčové tak bude taktické rozmístění nových jednotek vozové hradby, vojáků s ručnicemi a houfnic.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=12, tm_min=21, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",[],Věda a technologie,,irozhlas.cz
"Kryptoměny nejsou tak anonymní, jak si mnozí myslí. Ohlídat si je musíte sami",https://www.irozhlas.cz/veda-technologie/technologie/podcast-cookies-kryptomeny-bitcoin-etherum_2106141315_cib,"Roste počet lidí, kteří si kryptoměny pořizují jako investici, případně jen ze zvědavosti. Řada z nich časem narazí na podvod nebo technické problémy a o peníze přijdou.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=11, tm_min=15, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",[],Věda a technologie,,irozhlas.cz
